Temperature,Experimental Group,Use Case,Sentence,Objective,Pattern,Accuracy,Min,Max,Precision,Count
UCR26a,treatment,UC2-Mobile,4.0,c,1.0,0.8924665749073029,0.7923914194107056,0.9925417304039001,0.8982140341578697,30
UCR26a,treatment,UC2-Mobile,4.0,ia,2.0,0.8499259395258767,0.8435777425765991,0.9136110544204712,0.9809949999064604,14
UCR26a,treatment,UC2-Mobile,5.0,ay,3.0,0.6709401607513428,0.6709401607513428,0.6709401607513428,,1
UCR26a,treatment,UC2-Mobile,5.0,c,1.0,0.8179078618685405,0.8070471286773682,0.8421480655670166,0.9856126601392002,15
UCR26a,treatment,UC2-Mobile,5.0,i,1.0,0.7803143125313979,0.7399677038192749,0.9718304872512817,0.9147735488295452,13
UCR26a,treatment,UC2-Mobile,6.0,c,1.0,0.8164253360346744,0.6400898694992065,0.9997823238372803,0.8816998170775813,19
UCR26a,treatment,UC2-Mobile,6.0,i,1.0,0.799403727054596,0.799403727054596,0.799403727054596,1.0,7
UCR26a,treatment,UC2-Mobile,7.0,ay,3.0,0.762852668762207,0.762852668762207,0.762852668762207,,1
UCR26a,treatment,UC2-Mobile,7.0,c,1.0,0.9999734958012899,0.9996024370193481,1.0,0.9998973496797912,15
UCR26a,treatment,UC2-Mobile,7.0,i,1.0,0.9858013391494751,0.9858013391494751,0.9858013391494751,1.0,13
UCR26a,treatment,UC2-Mobile,8.0,ay,1.0,0.9139577517142663,0.87738037109375,0.9720655083656311,0.9521826900763697,13
UCR26a,treatment,UC2-Mobile,8.0,c,1.0,0.814512080267856,0.6711790561676025,0.9358049035072327,0.9139617937195815,19
UCR26a,treatment,UC2-Mobile,9.0,c,1.0,0.9970440665880839,0.9968420267105103,0.9978302717208862,0.9996251275150622,15
UCR26a,treatment,UC2-Mobile,10.0,ay,1.0,0.9886190017064412,0.9765424728393555,0.9963068962097168,0.9946689662376811,15
UCR26a,treatment,UC2-Mobile,10.0,c,1.0,0.8103397766749064,0.7627116441726685,0.9992440342903137,0.902509808093868,15
UCR26a,treatment,UC2-Mobile,10.0,i,2.0,0.9410690069198608,0.8356642723083496,0.9813356399536133,0.9546586978161056,14
UCR26a,treatment,UC3-Health,1.0,ay,2.0,1.0,1.0,1.0,1.0,15
UCR26a,treatment,UC3-Health,1.0,c,1.0,0.6098848462104798,0.5984225869178772,0.6127504110336304,0.9940677172224424,15
UCR26a,treatment,UC3-Health,1.0,i,2.0,0.5879021341150458,0.5345656871795654,0.6903717517852783,0.9348209152877266,11
UCR26a,treatment,UC3-Health,1.0,ia,2.0,0.989238440990448,0.989238440990448,0.989238440990448,1.0,15
UCR26a,treatment,UC3-Health,2.0,c,1.0,0.9797371466954549,0.9797171354293823,0.9798672199249268,0.9999471904026186,15
UCR26a,treatment,UC3-Health,2.0,i,1.0,0.9665615558624268,0.9665615558624268,0.9665615558624268,1.0,15
UCR26a,treatment,UC3-Health,3.0,c,1.0,1.000000238418579,1.000000238418579,1.000000238418579,1.0,15
UCR26a,treatment,UC3-Health,3.0,i,1.0,1.00000011920929,1.00000011920929,1.00000011920929,1.0,15
UCR26a,treatment,UC3-Health,4.0,ay,1.0,0.9900473992029826,0.9840167760848999,0.9904781579971313,0.9983316783640295,15
UCR26a,treatment,UC3-Health,4.0,c,1.0,0.9865013957023621,0.9865013957023621,0.9865013957023621,1.0,15
UCR26a,treatment,UC3-Health,4.0,i,1.0,0.9757967591285706,0.9757967591285706,0.9757967591285706,1.0,15
UCR26a,treatment,UC3-Health,4.0,pr,1.0,0.9737535119056702,0.9737535119056702,0.9737535119056702,1.0,8
UCR26a,treatment,UC3-Health,5.0,ay,1.0,0.8358248574980374,0.6707220673561096,1.0,0.835342087723966,29
UCR26a,treatment,UC3-Health,5.0,c,1.0,0.8284354428450269,0.6583083868026733,1.00000011920929,0.8321390304867868,30
UCR26a,treatment,UC3-Health,5.0,i,2.0,0.7958987581318823,0.6100730299949646,0.9815797805786133,0.8142462160670827,29
UCR26a,treatment,UC3-Health,6.0,ay,1.0,0.9675379171967506,0.8976707458496094,0.975725531578064,0.9810784412279269,16
UCR26a,treatment,UC3-Health,6.0,c,1.0,0.959270179271698,0.959270179271698,0.959270179271698,1.0,15
UCR26a,treatment,UC3-Health,6.0,i,2.0,0.9740786552429199,0.9740786552429199,0.9740786552429199,1.0,15
UCR26a,treatment,UC3-Health,7.0,ay,1.0,0.9909953117370606,0.9887441396713257,1.0,0.9953396310678484,15
UCR26a,treatment,UC3-Health,7.0,c,1.0,1.0,1.0,1.0,1.0,15
UCR26a,treatment,UC3-Health,7.0,i,1.0,0.9831023812294006,0.9831023812294006,0.9831023812294006,1.0,15
UCR26a,treatment,UC3-Health,7.0,pr,1.0,0.9991733431816101,0.9991733431816101,0.9991733431816101,1.0,15
UCR26a,treatment,UC3-Health,8.0,c,1.0,0.7932049632072449,0.7932049632072449,0.7932049632072449,1.0,15
UCR26a,treatment,UC3-Health,8.0,i,2.0,0.7864869991938274,0.7666172981262207,0.8033469915390015,0.9817285919654467,15
UCR26a,treatment,UC3-Health,9.0,a,3.0,0.7840965151786804,0.7431795597076416,0.8113744854927063,0.9654188609931142,15
UCR26a,treatment,UC3-Health,10.0,ay,1.0,1.0,1.0,1.0,1.0,15
UCR26a,treatment,UC3-Health,10.0,c,1.0,0.9997943639755249,0.9997943639755249,0.9997943639755249,1.0,15
UCR26a,treatment,UC3-Health,10.0,i,1.0,0.9670542478561401,0.9670542478561401,0.9670542478561401,1.0,15
UCR26a,treatment,UC3-Health,11.0,ay,1.0,0.988128662109375,0.988128662109375,0.988128662109375,1.0,15
UCR26a,treatment,UC3-Health,11.0,c,1.0,0.9722894430160522,0.9722894430160522,0.9722894430160522,1.0,15
UCR26a,treatment,UC3-Health,12.0,ay,1.0,1.00000011920929,1.00000011920929,1.00000011920929,1.0,15
UCR26a,treatment,UC3-Health,12.0,c,1.0,1.00000011920929,1.00000011920929,1.00000011920929,1.0,15
UCR26a,treatment,UC3-Health,12.0,i,1.0,0.9839134812355042,0.9839134812355042,0.9839134812355042,1.0,15
UCR26a,treatment,UC3-Health,12.0,pr,1.0,0.999174177646637,0.999174177646637,0.999174177646637,1.0,11
UCR26a,treatment,UC3-Health,13.0,ay,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,15
UCR26a,treatment,UC3-Health,13.0,c,1.0,0.999656081199646,0.999656081199646,0.999656081199646,1.0,15
UCR26a,treatment,UC3-Health,13.0,i,1.0,0.9836198091506958,0.9836198091506958,0.9836198091506958,1.0,15
UCR26a,treatment,UC3-Health,13.0,pr,1.0,0.9990066885948181,0.9990066885948181,0.9990066885948181,1.0,15
UCR26a,treatment,UC3-Health,14.0,ay,1.0,0.8644224107265472,0.8321972489356995,0.9903097152709961,0.9615057671770253,16
UCR26a,treatment,UC3-Health,14.0,c,1.0,0.6739208420117696,0.6482486128807068,0.6758928298950195,0.9928805184614031,15
UCR26a,treatment,UC3-Health,14.0,i,2.0,0.8472527146339417,0.6878952980041504,0.9283276796340942,0.9510465845371444,15
UCR26a,treatment,UC3-Health,14.0,pr,1.0,0.8575154980023701,0.7985193729400635,0.9948839545249939,0.9586189335065038,15
UCR26b,control,UC1-Health,1.0,ia,2.0,0.7329728762308757,0.6835731267929077,0.7864193320274353,0.9581622932434759,15
UCR26b,control,UC1-Health,2.0,ay,2.0,0.8273729681968689,0.8273729681968689,0.8273729681968689,1.0,4
UCR26b,control,UC1-Health,2.0,ia,2.0,0.5825117665987748,0.5402845144271851,0.6469022035598755,0.949290437772765,26
UCR26b,control,UC1-Health,3.0,ay,1.0,0.9627558708190918,0.9354308843612671,0.9665565490722656,0.9899212476445529,15
UCR26b,control,UC1-Health,3.0,c,1.0,0.9751325249671936,0.9751325249671936,0.9751325249671936,1.0,9
UCR26b,control,UC1-Health,3.0,i,2.0,0.7016891191403071,0.6946410536766052,0.7087501287460327,0.9926385046733208,12
UCR26b,control,UC1-Health,3.0,pr,1.0,0.8080160617828369,0.8080160617828369,0.8080160617828369,,1
UCR26b,control,UC1-Health,4.0,ay,1.0,0.9760865701569451,0.9732158184051514,0.9805954098701477,0.997680293472867,9
UCR26b,control,UC1-Health,5.0,ay,1.0,0.9221716523170471,0.9039947986602783,0.9452970027923584,0.9910654524894091,15
UCR26b,control,UC1-Health,5.0,c,1.0,0.9266404708226522,0.9063352346420288,0.9367930889129639,0.9824151496377372,3
UCR26b,control,UC1-Health,5.0,i,2.0,0.7956264565388361,0.6131200790405273,0.8721975684165955,0.926046141367185,24
UCR26b,control,UC1-Health,6.0,ay,1.0,0.9314196980916537,0.9272189140319824,0.9380829930305481,0.9972930768033211,13
UCR26b,control,UC1-Health,6.0,i,2.0,0.7942129373550415,0.7524620294570923,0.8165608644485474,0.9676330797277388,6
UCR26b,control,UC1-Health,7.0,ay,1.0,0.923956028620402,0.9150441884994507,0.9251714944839478,0.9975291766938016,15
UCR26b,control,UC1-Health,7.0,i,2.0,0.7781899213790894,0.6999713182449341,0.9138004779815674,0.9228423460215105,75
UCR26b,control,UC1-Health,8.0,ay,1.0,0.9601052045822144,0.960016131401062,0.9603501558303833,0.999847104423234,15
UCR26b,control,UC1-Health,8.0,c,1.0,0.9964857498804728,0.993281364440918,0.9982913732528687,0.9972174744270091,3
UCR26b,control,UC1-Health,8.0,i,2.0,0.9323069453239441,0.9323069453239441,0.9323069453239441,1.0,15
UCR26b,control,UC1-Health,9.0,ay,1.0,0.9218724191188812,0.8544324636459351,0.9587093591690063,0.9735084625520782,30
UCR26b,control,UC1-Health,9.0,c,1.0,0.9771965392704668,0.8660223484039307,0.9970553517341614,0.9668768618161933,29
UCR26b,control,UC1-Health,9.0,i,3.0,0.8855119188626607,0.8360942602157593,0.9777718782424927,0.9510928596248609,15
UCR26b,control,UC1-Health,10.0,ay,1.0,0.8664712905883789,0.8124819993972778,0.92046058177948,0.9236476121746346,2
UCR26b,control,UC1-Health,10.0,c,1.0,0.9325133928885827,0.8111213445663452,0.9780684113502502,0.9399293665687598,13
UCR26b,control,UC1-Mobile,1.0,ay,1.0,0.9092130405562264,0.8020956516265869,0.9406716823577881,0.9560243760987299,14
UCR26b,control,UC1-Mobile,1.0,c,1.0,0.9404199361801148,0.8053771257400513,0.9500658512115479,0.9626415317243278,15
UCR26b,control,UC1-Mobile,1.0,i,2.0,0.7973971803983052,0.7091399431228638,0.8667763471603394,0.93929126523167,15
UCR26b,control,UC1-Mobile,1.0,ia,2.0,0.4413036306699117,0.4195209145545959,0.535548210144043,0.9676833083356519,15
UCR26b,control,UC1-Mobile,2.0,ay,1.0,0.9493483146031697,0.8447126150131226,0.959621012210846,0.970928514130117,15
UCR26b,control,UC1-Mobile,2.0,c,1.0,0.9891232411066692,0.8462830781936646,0.9993261098861694,0.9604844591334557,15
UCR26b,control,UC1-Mobile,2.0,ia,2.0,0.42496124108632405,0.4056949019432068,0.4428799748420715,0.992036441370322,15
UCR26b,control,UC1-Mobile,3.0,ay,1.0,0.8708117246627808,0.8322538137435913,0.886021614074707,0.9832674745038058,15
UCR26b,control,UC1-Mobile,3.0,c,1.0,0.7328002842573019,0.6052817106246948,0.8523967266082764,0.9216730770264887,26
UCR26b,control,UC1-Mobile,3.0,i,2.0,0.6772509062731707,0.519932746887207,0.7882201671600342,0.9307781382724655,27
UCR26b,control,UC1-Mobile,3.0,ia,2.0,0.5023464597761631,0.4776948690414429,0.5496670007705688,0.9787199493151039,16
UCR26b,control,UC1-Mobile,4.0,ay,1.0,0.9306611061096192,0.9164714813232422,0.9600203037261963,0.9869910906932993,15
UCR26b,control,UC1-Mobile,4.0,c,1.0,0.715351779460907,0.5541220903396606,0.8831939697265625,0.919243783712681,25
UCR26b,control,UC1-Mobile,4.0,i,2.0,0.7499987174357686,0.4346390962600708,0.9057577848434448,0.8819396597836151,28
UCR26b,control,UC1-Mobile,4.0,ia,2.0,0.5168244322141011,0.4933748841285706,0.554850697517395,0.9742259492918961,15
UCR26b,control,UC1-Mobile,5.0,ay,1.0,0.9403657714525858,0.9044047594070435,0.9698672890663147,0.9706063097694015,15
UCR26b,control,UC1-Mobile,5.0,c,1.0,0.8780583429336548,0.6865887641906738,0.9592326879501343,0.8993247761607266,25
UCR26b,control,UC1-Mobile,5.0,i,2.0,0.8684843460718791,0.7105470895767212,0.9764074683189392,0.8949837619870439,15
UCR26b,control,UC1-Mobile,5.0,ia,2.0,0.5112222194671631,0.4995237588882446,0.530379056930542,0.9884228057654696,15
UCR26b,control,UC1-Mobile,6.0,ay,3.0,0.7142491248937753,0.6661679744720459,0.7888191938400269,0.9480039582761721,13
UCR26b,control,UC1-Mobile,6.0,c,1.0,0.778845876455307,0.7422494888305664,0.792751669883728,0.9755725686263359,4
UCR26b,control,UC1-Mobile,7.0,c,1.0,0.7925095091695371,0.6923017501831055,0.8747211694717407,0.9509398469553259,23
UCR26b,control,UC1-Mobile,8.0,ay,1.0,0.9755571683247884,0.9436967372894287,0.9825749397277832,0.9882178095172433,15
UCR26b,control,UC1-Mobile,8.0,c,1.0,0.8812915226992439,0.840853750705719,0.9440476298332214,0.9691403934970605,17
UCR26b,control,UC1-Mobile,9.0,ay,1.0,0.9477840874876294,0.8687615394592285,0.9591524004936218,0.9758876847028137,14
UCR26b,control,UC1-Mobile,9.0,c,1.0,0.8085048036141829,0.6229308843612671,0.8887688517570496,0.9052161620878343,11
UCR26b,control,UC2-Health,1.0,c,1.0,0.9478012204170227,0.9020504951477051,0.9983816742897034,0.9736440058357952,15
UCR26b,control,UC2-Health,2.0,ay,1.0,0.8949256777763367,0.8823935389518738,0.9020441174507141,0.9920334585265216,15
UCR26b,control,UC2-Health,3.0,ay,1.0,0.8579235951105754,0.8499270081520081,0.8599044680595398,0.996514137600612,15
UCR26b,control,UC2-Health,3.0,c,1.0,0.8322383165359497,0.8322383165359497,0.8322383165359497,1.0,15
UCR26b,control,UC2-Health,3.0,pr,1.0,0.840185210108757,0.7596670389175415,0.8805567026138306,0.9431699703194443,4
UCR26b,control,UC2-Health,4.0,ay,1.0,0.8321387132008871,0.8247527480125427,0.835715651512146,0.9967999577858048,15
UCR26b,control,UC2-Health,4.0,c,1.0,0.854972493648529,0.854947030544281,0.8550425171852112,0.9999562921638153,15
UCR26b,control,UC2-Health,5.0,ay,1.0,0.8899534940719604,0.8817413449287415,0.9046792387962341,0.9924000194884176,15
UCR26b,control,UC2-Health,5.0,c,1.0,0.9435164630413055,0.9108283519744873,0.9762045741081238,0.9667530773249305,30
UCR26b,control,UC2-Health,5.0,pr,1.0,0.9374494651953379,0.8522047400474548,0.9941471815109253,0.941448216819708,6
UCR26b,control,UC2-Health,6.0,ay,1.0,0.8763956387837728,0.846647322177887,0.8889532685279846,0.9870385140226831,15
UCR26b,control,UC2-Health,6.0,c,1.0,0.9328094124794006,0.9328094124794006,0.9328094124794006,1.0,15
UCR26b,control,UC2-Health,8.0,ay,1.0,0.8752391656239827,0.8678883910179138,0.9021216034889221,0.9889627692231522,15
UCR26b,control,UC2-Health,8.0,c,1.0,0.986894965171814,0.986894965171814,0.986894965171814,1.0,15
UCR26b,control,UC2-Health,9.0,a,1.0,0.7169978419939677,0.7091423869132996,0.7223677635192871,0.9930457887302999,3
UCR26b,control,UC2-Health,9.0,ay,1.0,0.8871108373006185,0.8798295855522156,0.8918808698654175,0.9973781714995977,15
UCR26b,control,UC2-Health,9.0,c,1.0,0.9740754922231039,0.973278284072876,0.9762678146362305,0.9986315791312853,15
UCR26b,control,UC2-Health,9.0,pr,1.0,0.9083915948867798,0.9083915948867798,0.9083915948867798,,1
UCR26b,control,UC2-Mobile,1.0,ay,1.0,0.9586865027745565,0.955052375793457,0.9620362520217896,0.998298760453174,15
UCR26b,control,UC2-Mobile,1.0,c,1.0,0.981168802579244,0.9587492942810059,0.9967862367630005,0.9809910357875294,15
UCR26b,control,UC2-Mobile,1.0,ia,2.0,0.7637808561325073,0.6674796938896179,0.8081823587417603,0.958614597689656,15
UCR26b,control,UC2-Mobile,2.0,c,1.0,0.9854460060596466,0.8438221216201782,0.9948877096176147,0.9622336308161301,16
UCR26b,control,UC2-Mobile,2.0,i,2.0,0.5989822745323181,0.4472163915634155,0.745842456817627,0.912804740433214,8
UCR26b,control,UC2-Mobile,2.0,ia,2.0,0.7930360436439514,0.7930360436439514,0.7930360436439514,1.0,15
UCR26b,control,UC2-Mobile,3.0,c,1.0,0.9340324086301467,0.6090114116668701,0.9948877096176147,0.8788769660094129,17
UCR26b,control,UC2-Mobile,3.0,i,2.0,0.6027399659156799,0.5040463209152222,0.7344984412193298,0.9167190479418479,5
UCR26b,control,UC2-Mobile,3.0,ia,2.0,0.7607766919665866,0.5802960395812988,0.804862916469574,0.9215200103664498,18
UCR26b,control,UC2-Mobile,4.0,ay,1.0,0.9018344759941102,0.90171217918396,0.9023236632347107,0.9997468215498939,15
UCR26b,control,UC2-Mobile,4.0,c,1.0,0.9884764552116394,0.9884764552116394,0.9884764552116394,1.0,15
UCR26b,control,UC2-Mobile,4.0,ia,2.0,0.6354331135749817,0.6240397095680237,0.6695793271064758,0.9822289678078361,15
UCR26b,control,UC2-Mobile,5.0,ay,3.0,0.7222240154559796,0.6661679744720459,0.7888191938400269,0.9448611120216357,13
UCR26b,control,UC2-Mobile,5.0,c,1.0,0.7901911735534668,0.7901911735534668,0.7901911735534668,1.0,3
UCR26b,control,UC2-Mobile,6.0,c,1.0,0.7576899528503418,0.7501022815704346,0.7683753967285156,0.9908807271498059,4
UCR26b,control,UC2-Mobile,7.0,ay,3.0,0.6969491640726725,0.6863292455673218,0.714159369468689,0.9849599581095223,3
UCR26b,control,UC2-Mobile,7.0,c,1.0,0.9346450992992946,0.9001748561859131,0.9548640251159668,0.9839802324206236,14
UCR26b,control,UC2-Mobile,8.0,ay,1.0,0.8743645615047879,0.7595472931861877,0.9743455648422241,0.9187323548589437,18
UCR26b,control,UC2-Mobile,8.0,c,1.0,0.8055426749316129,0.6366395950317383,0.968916654586792,0.8822328284041019,11
UCR26b,control,UC2-Mobile,8.0,ia,2.0,0.49113814745630535,0.3641622364521027,0.5928325653076172,0.928688869770543,7
UCR26b,control,UC2-Mobile,9.0,ay,1.0,0.9728054960568746,0.964531660079956,0.9759066104888916,0.997181731216712,15
UCR26b,control,UC2-Mobile,9.0,c,1.0,0.9880675673484802,0.9870204925537109,0.9900612235069275,0.9993935496648216,15
UCR26b,control,UC2-Mobile,9.0,ia,2.0,0.5018399357795715,0.4472715258598328,0.5296861529350281,0.9628459893864534,4
UCR26b,control,UC2-Mobile,10.0,ay,1.0,0.9538401802380879,0.9263253808021545,0.9564677476882935,0.9922833575184515,15
UCR26b,control,UC2-Mobile,10.0,c,1.0,0.8325329944491386,0.8219419717788696,0.8679726719856262,0.9831617202034859,16
UCR26b,control,UC2-Mobile,10.0,i,2.0,0.7529633394101771,0.7130791544914246,0.7876105308532715,0.9694969611311383,41
UCR26b,control,UC2-Mobile,10.0,ia,2.0,0.4330366432666778,0.4320811033248901,0.4416365027427673,0.9969783173886861,10
UCR26b,control,UC3-Health,1.0,ay,2.0,0.9362154245376587,0.7880406975746155,0.9952506422996521,0.9231631329157999,15
UCR26b,control,UC3-Health,1.0,c,1.0,0.5588727533817291,0.4343900978565216,0.5997854471206665,0.9442552500980351,15
UCR26b,control,UC3-Health,1.0,i,2.0,0.4770962695280711,0.4173305928707123,0.5572749376296997,0.9278292124728886,3
UCR26b,control,UC3-Health,1.0,ia,2.0,0.7479880849520365,0.5625556111335754,0.8510753512382507,0.9364449210902684,24
UCR26b,control,UC3-Health,2.0,c,1.0,0.7548565443824319,0.6062730550765991,0.8926985263824463,0.9002197127346956,17
UCR26b,control,UC3-Health,3.0,c,1.0,0.9472287016756394,0.7725988030433655,0.9908218383789062,0.9178832343351303,17
UCR26b,control,UC3-Health,3.0,i,2.0,0.6550243869423866,0.6366885900497437,0.6647473573684692,0.9891452191661855,8
UCR26b,control,UC3-Health,4.0,ay,1.0,0.9670833230018616,0.9656336903572083,0.9684770107269287,0.9987799477592029,15
UCR26b,control,UC3-Health,4.0,c,1.0,0.9911677916844686,0.988074779510498,0.9922925233840942,0.9980693795854535,15
UCR26b,control,UC3-Health,4.0,i,1.0,0.9819271266460419,0.9817216396331787,0.982132613658905,0.9997093974795174,2
UCR26b,control,UC3-Health,5.0,ay,1.0,0.8212780863046646,0.6761932373046875,0.9782536625862122,0.8997509756182419,20
UCR26b,control,UC3-Health,5.0,i,2.0,0.6237118614686502,0.5056535005569458,0.9453432559967041,0.8895033280608818,37
UCR26b,control,UC3-Health,6.0,ay,1.0,0.975798738002777,0.9422785639762878,0.9899035692214966,0.9884554468675759,15
UCR26b,control,UC3-Health,6.0,c,1.0,0.9686562736829122,0.7874170541763306,0.9915061593055725,0.9481741697367129,15
UCR26b,control,UC3-Health,6.0,i,2.0,0.8920983125766119,0.739551305770874,0.9446693658828735,0.916014968614107,12
UCR26b,control,UC3-Health,7.0,ay,1.0,0.9739341919238751,0.9733874797821045,0.9740335941314697,0.9997573622179152,13
UCR26b,control,UC3-Health,7.0,c,1.0,0.99087895154953,0.99016273021698,0.9937438368797302,0.9985172809766227,15
UCR26b,control,UC3-Health,7.0,pr,1.0,0.9681077003479004,0.9681077003479004,0.9681077003479004,1.0,2
UCR26b,control,UC3-Health,8.0,c,1.0,0.8197742382685343,0.7914949059486389,0.8587297201156616,0.9689505832735128,15
UCR26b,control,UC3-Health,8.0,i,2.0,0.8202982465426127,0.7732720971107483,0.9129873514175415,0.9408339404504188,15
UCR26b,control,UC3-Health,9.0,a,3.0,0.7840358932813009,0.6048842072486877,0.8954936265945435,0.9251386163328666,15
UCR26b,control,UC3-Health,10.0,ay,1.0,0.945420241355896,0.9385331869125366,0.9596056938171387,0.991139607725961,15
UCR26b,control,UC3-Health,10.0,c,1.0,0.9902091026306152,0.9902091026306152,0.9902091026306152,1.0,15
UCR26b,control,UC3-Health,10.0,i,1.0,0.9614033102989197,0.9520919322967529,0.9707146883010864,0.9868317229449532,2
UCR26b,control,UC3-Health,11.0,ay,1.0,0.9509696205457051,0.9330798387527466,0.9623291492462158,0.9868322740765887,15
UCR26b,control,UC3-Health,11.0,c,1.0,0.9654681205749511,0.9615269899368286,0.9680955410003662,0.9966691366727498,15
UCR26b,control,UC3-Health,11.0,pr,1.0,0.9042519852519035,0.8301329612731934,0.9225059151649475,0.9697048432377178,8
UCR26b,control,UC3-Health,12.0,ay,1.0,0.9639033024961298,0.9521117210388184,0.9747006893157959,0.9929422447671499,11
UCR26b,control,UC3-Health,12.0,c,1.0,0.9812650561332703,0.978260338306427,0.9926621317863464,0.9940821716305012,15
UCR26b,control,UC3-Health,12.0,i,1.0,0.9681353569030762,0.9593145847320557,0.9725457429885864,0.9923609872189014,3
UCR26b,control,UC3-Health,12.0,pr,1.0,0.9139057993888855,0.9139057993888855,0.9139057993888855,1.0,4
UCR26b,control,UC3-Health,13.0,ay,1.0,0.9619208194992759,0.9532037973403931,0.9691575765609741,0.9924665847003604,11
UCR26b,control,UC3-Health,13.0,c,1.0,0.9710721254348755,0.9684027433395386,0.9880790710449219,0.9930941615969847,15
UCR26b,control,UC3-Health,13.0,pr,1.0,0.9143875122070313,0.9023250937461853,0.925338864326477,0.9888453334607136,5
UCR26b,control,UC3-Health,14.0,ay,1.0,0.7666277686754862,0.7428681254386902,0.7964892387390137,0.9823654934554454,15
UCR26b,control,UC3-Health,14.0,c,1.0,0.7307499368985494,0.6161713004112244,0.7785766124725342,0.9283255773305867,15
UCR26b,control,UC3-Health,14.0,i,2.0,0.8561032334963481,0.8377825021743774,0.8665561676025391,0.9898347700142652,15
UCR26b,control,UC3-Health,14.0,pr,1.0,0.7491218725840251,0.6773854494094849,0.832794189453125,0.9533005662753878,15
UCR26b,treatment,UC1-Health,1.0,ia,2.0,0.9944470604260762,0.9751172065734863,1.0,0.989754159323282,15
UCR26b,treatment,UC1-Health,2.0,ay,2.0,0.8861684203147888,0.8559373617172241,1.0,0.9410309365671361,15
UCR26b,treatment,UC1-Health,2.0,ia,2.0,0.5695293422403007,0.5164240002632141,0.747791051864624,0.9430321367877196,29
UCR26b,treatment,UC1-Health,3.0,ay,1.0,0.9814466198285421,0.9679355025291443,0.9932688474655151,0.9869179169276944,15
UCR26b,treatment,UC1-Health,3.0,c,1.0,0.9996829589207967,0.9976221919059753,1.0,0.9991633307115421,15
UCR26b,treatment,UC1-Health,3.0,i,2.0,0.8766186714172364,0.8686184883117676,0.8857617378234863,0.9911472640188314,15
UCR26b,treatment,UC1-Health,3.0,pr,1.0,0.9886796275774637,0.9792073369026184,0.9927494525909424,0.9949200069383983,15
UCR26b,treatment,UC1-Health,4.0,ay,1.0,0.9390134555952889,0.9245386123657227,0.9768776893615723,0.9881728159845088,14
UCR26b,treatment,UC1-Health,5.0,ay,1.0,0.9244930585225423,0.8932310938835144,0.9365787506103516,0.9825187023281682,15
UCR26b,treatment,UC1-Health,5.0,c,1.0,0.9155719916025797,0.9113820791244507,0.9559853076934814,0.9886306887166064,15
UCR26b,treatment,UC1-Health,5.0,i,2.0,0.8395382801691691,0.8161675333976746,0.8615458011627197,0.9849288060378562,15
UCR26b,treatment,UC1-Health,5.0,pr,1.0,0.906831681728363,0.906831681728363,0.906831681728363,,1
UCR26b,treatment,UC1-Health,6.0,ay,1.0,0.923812202612559,0.9072188138961792,0.9521616101264954,0.9897267266525829,15
UCR26b,treatment,UC1-Health,6.0,i,2.0,0.9479933857917786,0.8916086554527283,0.9746647477149963,0.9610757530495493,10
UCR26b,treatment,UC1-Health,7.0,ay,1.0,0.9268099864323934,0.8905644416809082,0.935947060585022,0.9836097826042709,15
UCR26b,treatment,UC1-Health,7.0,i,2.0,0.8224561897913615,0.729283332824707,0.9574376344680786,0.9271092807629383,75
UCR26b,treatment,UC1-Health,8.0,ay,1.0,0.9932501713434857,0.9764269590377808,1.00000011920929,0.9900693136942433,15
UCR26b,treatment,UC1-Health,8.0,c,1.0,0.9995191693305969,0.9995191693305969,0.9995191693305969,1.0,14
UCR26b,treatment,UC1-Health,8.0,i,2.0,0.9292958378791809,0.9292958378791809,0.9292958378791809,1.0,15
UCR26b,treatment,UC1-Health,9.0,ay,1.0,0.9738543788592021,0.9596338272094727,0.9856874942779541,0.9885454606741195,30
UCR26b,treatment,UC1-Health,9.0,c,1.0,0.9673432846864064,0.9016629457473755,1.0,0.9653988501439548,30
UCR26b,treatment,UC1-Health,9.0,i,1.0,0.8286761045455933,0.7825076580047607,0.8748445510864258,0.9347079567482575,2
UCR26b,treatment,UC1-Health,9.0,i,3.0,0.9778207977612813,0.9777718782424927,0.977828323841095,0.9999801387256869,15
UCR26b,treatment,UC1-Health,9.0,pr,1.0,0.9955411553382874,0.9948294162750244,0.9962528944015503,0.9992752004150091,28
UCR26b,treatment,UC1-Health,10.0,ay,1.0,0.9869629383087158,0.9815161824226379,0.9883347153663635,0.9982057917650418,15
UCR26b,treatment,UC1-Mobile,1.0,ay,1.0,0.9536146422227224,0.815595805644989,0.9863690733909607,0.9461752458096448,12
UCR26b,treatment,UC1-Mobile,1.0,c,1.0,0.9858959515889486,0.9002097845077515,0.9995071887969971,0.9652102913135366,15
UCR26b,treatment,UC1-Mobile,1.0,i,2.0,0.8746440162261327,0.7951492667198181,0.883976936340332,0.9748345276166974,12
UCR26b,treatment,UC1-Mobile,1.0,ia,2.0,0.7663672566413879,0.7598186135292053,0.7669625878334045,0.9979377122561934,12
UCR26b,treatment,UC1-Mobile,2.0,ay,1.0,0.9233013828595479,0.8859851956367493,0.9754353165626526,0.9605834818714138,15
UCR26b,treatment,UC1-Mobile,2.0,c,1.0,0.946793802579244,0.8907815217971802,0.9996898770332336,0.9464613157609089,15
